assignment_id,experiment_id,user_id,variant,assigned_date,first_exposure_date
17301,2,29857,control,2024-11-20,2024-11-22
17302,2,32947,treatment,2024-11-20,2024-11-20
17303,2,5516,control,2024-11-20,2024-11-22
17304,2,9022,treatment,2024-11-20,2024-11-23
17305,2,35337,control,2024-11-20,2024-11-24
17306,2,4455,treatment,2024-11-20,2024-11-23
17307,2,25895,control,2024-11-20,2024-11-25
17308,2,40815,treatment,2024-11-20,2024-11-21
17309,2,28624,control,2024-11-20,2024-11-22
17310,2,19521,treatment,2024-11-20,2024-11-26
17311,2,3953,control,2024-11-20,2024-11-20
17312,2,16046,treatment,2024-11-20,2024-11-26
17313,2,21394,control,2024-11-20,2024-11-23
17314,2,40641,treatment,2024-11-20,2024-11-24
17315,2,37392,control,2024-11-20,2024-11-21
17316,2,1415,treatment,2024-11-20,2024-11-25
17317,2,25224,control,2024-11-20,2024-11-24
17318,2,32096,treatment,2024-11-20,2024-11-23
17319,2,19292,control,2024-11-20,2024-11-20
17320,2,12885,treatment,2024-11-20,2024-11-21
17321,2,6373,control,2024-11-20,2024-11-21
17322,2,19932,treatment,2024-11-20,2024-11-25
17323,2,22262,control,2024-11-20,2024-11-24
17324,2,1478,treatment,2024-11-20,2024-11-23
17325,2,41743,control,2024-11-20,2024-11-22
17326,2,42330,treatment,2024-11-20,2024-11-22
17327,2,15890,control,2024-11-20,2024-11-25
17328,2,2530,treatment,2024-11-20,2024-11-22
17329,2,27033,control,2024-11-20,2024-11-23
17330,2,19077,treatment,2024-11-20,2024-11-24
17331,2,9790,control,2024-11-20,2024-11-21
17332,2,37995,treatment,2024-11-20,2024-11-25
17333,2,40142,control,2024-11-20,2024-11-22
17334,2,9929,treatment,2024-11-20,2024-11-20
17335,2,21402,control,2024-11-20,2024-11-21
17336,2,2916,treatment,2024-11-20,2024-11-26
17337,2,29925,control,2024-11-20,2024-11-26
17338,2,19486,treatment,2024-11-20,2024-11-26
17339,2,10768,control,2024-11-20,2024-11-22
17340,2,9349,treatment,2024-11-20,2024-11-22
17341,2,6686,control,2024-11-20,2024-11-22
17342,2,23417,treatment,2024-11-20,2024-11-23
17343,2,6641,control,2024-11-20,2024-11-21
17344,2,6619,treatment,2024-11-20,2024-11-20
17345,2,42087,control,2024-11-20,2024-11-23
17346,2,26739,treatment,2024-11-20,2024-11-24
17347,2,19640,control,2024-11-20,2024-11-24
17348,2,8257,treatment,2024-11-20,2024-11-26
17349,2,30334,control,2024-11-20,2024-11-26
17350,2,6427,treatment,2024-11-20,2024-11-20
17351,2,16930,control,2024-11-20,2024-11-25
17352,2,33363,treatment,2024-11-20,2024-11-26
17353,2,22578,control,2024-11-20,2024-11-25
17354,2,2484,treatment,2024-11-20,2024-11-20
17355,2,10513,control,2024-11-20,2024-11-26
17356,2,19504,treatment,2024-11-20,2024-11-25
17357,2,41941,control,2024-11-20,2024-11-25
17358,2,21064,treatment,2024-11-20,2024-11-26
17359,2,28708,control,2024-11-20,2024-11-22
17360,2,6995,treatment,2024-11-20,2024-11-23
17361,2,6695,control,2024-11-20,2024-11-26
17362,2,33268,treatment,2024-11-20,2024-11-26
17363,2,2567,control,2024-11-20,2024-11-25
17364,2,41176,treatment,2024-11-20,2024-11-20
17365,2,19042,control,2024-11-20,2024-11-22
17366,2,24662,treatment,2024-11-20,2024-11-23
17367,2,27117,control,2024-11-20,2024-11-22
17368,2,20977,treatment,2024-11-20,2024-11-20
17369,2,13975,control,2024-11-20,2024-11-23
17370,2,11646,treatment,2024-11-20,2024-11-25
17371,2,3900,control,2024-11-20,2024-11-24
17372,2,42220,treatment,2024-11-20,2024-11-24
17373,2,13587,control,2024-11-20,2024-11-26
17374,2,36093,treatment,2024-11-20,2024-11-26
17375,2,11225,control,2024-11-20,2024-11-23
17376,2,36344,treatment,2024-11-20,2024-11-24
17377,2,14805,control,2024-11-20,2024-11-23
17378,2,41596,treatment,2024-11-20,2024-11-20
17379,2,33678,control,2024-11-20,2024-11-22
17380,2,33835,treatment,2024-11-20,2024-11-21
17381,2,17553,control,2024-11-20,2024-11-22
17382,2,42923,treatment,2024-11-20,2024-11-26
17383,2,5878,control,2024-11-20,2024-11-22
17384,2,39199,treatment,2024-11-20,2024-11-24
17385,2,14971,control,2024-11-20,2024-11-24
17386,2,19465,treatment,2024-11-20,2024-11-21
17387,2,7866,control,2024-11-20,2024-11-22
17388,2,3935,treatment,2024-11-20,2024-11-23
17389,2,37032,control,2024-11-20,2024-11-26
17390,2,11712,treatment,2024-11-20,2024-11-20
17391,2,39511,control,2024-11-20,2024-11-25
17392,2,4430,treatment,2024-11-20,2024-11-26
17393,2,30352,control,2024-11-20,2024-11-24
17394,2,32858,treatment,2024-11-20,2024-11-25
17395,2,18476,control,2024-11-20,2024-11-21
17396,2,35340,treatment,2024-11-20,2024-11-25
17397,2,31375,control,2024-11-20,2024-11-20
17398,2,5177,treatment,2024-11-20,2024-11-23
17399,2,39196,control,2024-11-20,2024-11-24
17400,2,42994,treatment,2024-11-20,2024-11-25
17401,2,12995,control,2024-11-20,2024-11-21
17402,2,42431,treatment,2024-11-20,2024-11-26
17403,2,154,control,2024-11-20,2024-11-23
17404,2,1159,treatment,2024-11-20,2024-11-23
17405,2,162,control,2024-11-20,2024-11-26
17406,2,94,treatment,2024-11-20,2024-11-25
17407,2,22712,control,2024-11-20,2024-11-25
17408,2,5140,treatment,2024-11-20,2024-11-26
17409,2,33877,control,2024-11-20,2024-11-22
17410,2,15232,treatment,2024-11-20,2024-11-20
17411,2,4607,control,2024-11-20,2024-11-25
17412,2,15271,treatment,2024-11-20,2024-11-22
17413,2,3252,control,2024-11-20,2024-11-24
17414,2,30341,treatment,2024-11-20,2024-11-25
17415,2,2811,control,2024-11-20,2024-11-26
17416,2,759,treatment,2024-11-20,2024-11-23
17417,2,16231,control,2024-11-20,2024-11-25
17418,2,42955,treatment,2024-11-20,2024-11-25
17419,2,34491,control,2024-11-20,2024-11-22
17420,2,3208,treatment,2024-11-20,2024-11-21
17421,2,4950,control,2024-11-20,2024-11-26
17422,2,7324,treatment,2024-11-20,2024-11-22
17423,2,7160,control,2024-11-20,2024-11-24
17424,2,17392,treatment,2024-11-20,2024-11-21
17425,2,35797,control,2024-11-20,2024-11-20
17426,2,4377,treatment,2024-11-20,2024-11-25
17427,2,17686,control,2024-11-20,2024-11-20
17428,2,7042,treatment,2024-11-20,2024-11-25
17429,2,12688,control,2024-11-20,2024-11-26
17430,2,20552,treatment,2024-11-20,2024-11-24
17431,2,3218,control,2024-11-20,2024-11-24
17432,2,9054,treatment,2024-11-20,2024-11-22
17433,2,22124,control,2024-11-20,2024-11-24
17434,2,33931,treatment,2024-11-20,2024-11-21
17435,2,18540,control,2024-11-20,2024-11-21
17436,2,14398,treatment,2024-11-20,2024-11-21
17437,2,8675,control,2024-11-20,2024-11-20
17438,2,38225,treatment,2024-11-20,2024-11-23
17439,2,40560,control,2024-11-20,2024-11-21
17440,2,34037,treatment,2024-11-20,2024-11-24
17441,2,1254,control,2024-11-20,2024-11-22
17442,2,1941,treatment,2024-11-20,2024-11-25
17443,2,5141,control,2024-11-20,2024-11-25
17444,2,23034,treatment,2024-11-20,2024-11-26
17445,2,41391,control,2024-11-20,2024-11-23
17446,2,35670,treatment,2024-11-20,2024-11-24
17447,2,14561,control,2024-11-20,2024-11-26
17448,2,12241,treatment,2024-11-20,2024-11-26
17449,2,32554,control,2024-11-20,2024-11-21
17450,2,26333,treatment,2024-11-20,2024-11-24
17451,2,19470,control,2024-11-20,2024-11-22
17452,2,24276,treatment,2024-11-20,2024-11-21
17453,2,5495,control,2024-11-20,2024-11-26
17454,2,22879,treatment,2024-11-20,2024-11-24
17455,2,4952,control,2024-11-20,2024-11-23
17456,2,10068,treatment,2024-11-20,2024-11-23
17457,2,15537,control,2024-11-20,2024-11-20
17458,2,1624,treatment,2024-11-20,2024-11-25
17459,2,33968,control,2024-11-20,2024-11-24
17460,2,32888,treatment,2024-11-20,2024-11-20
17461,2,9575,control,2024-11-20,2024-11-25
17462,2,18518,treatment,2024-11-20,2024-11-26
17463,2,20098,control,2024-11-20,2024-11-24
17464,2,36167,treatment,2024-11-20,2024-11-26
17465,2,40655,control,2024-11-20,2024-11-20
17466,2,37830,treatment,2024-11-20,2024-11-21
17467,2,5077,control,2024-11-20,2024-11-24
17468,2,30763,treatment,2024-11-20,2024-11-26
17469,2,38112,control,2024-11-20,2024-11-21
17470,2,6933,treatment,2024-11-20,2024-11-23
17471,2,7993,control,2024-11-20,2024-11-21
17472,2,40755,treatment,2024-11-20,2024-11-22
17473,2,24184,control,2024-11-20,2024-11-26
17474,2,9012,treatment,2024-11-20,2024-11-23
17475,2,26667,control,2024-11-20,2024-11-26
17476,2,30429,treatment,2024-11-20,2024-11-26
17477,2,13150,control,2024-11-20,2024-11-23
17478,2,11175,treatment,2024-11-20,2024-11-24
17479,2,9472,control,2024-11-20,2024-11-24
17480,2,34115,treatment,2024-11-20,2024-11-21
17481,2,6568,control,2024-11-20,2024-11-26
17482,2,39974,treatment,2024-11-20,2024-11-21
17483,2,37706,control,2024-11-20,2024-11-24
17484,2,32286,treatment,2024-11-20,2024-11-26
17485,2,40175,control,2024-11-20,2024-11-23
17486,2,42645,treatment,2024-11-20,2024-11-25
17487,2,35799,control,2024-11-20,2024-11-22
17488,2,2351,treatment,2024-11-20,2024-11-26
17489,2,34811,control,2024-11-20,2024-11-24
17490,2,38537,treatment,2024-11-20,2024-11-21
17491,2,38662,control,2024-11-20,2024-11-21
17492,2,13886,treatment,2024-11-20,2024-11-21
17493,2,28658,control,2024-11-20,2024-11-26
17494,2,36046,treatment,2024-11-20,2024-11-21
17495,2,22692,control,2024-11-20,2024-11-20
17496,2,33542,treatment,2024-11-20,2024-11-20
17497,2,2466,control,2024-11-20,2024-11-23
17498,2,10395,treatment,2024-11-20,2024-11-24
17499,2,28388,control,2024-11-20,2024-11-25
17500,2,41149,treatment,2024-11-20,2024-11-21
17501,2,31969,control,2024-11-20,2024-11-22
17502,2,27153,treatment,2024-11-20,2024-11-26
17503,2,37116,control,2024-11-20,2024-11-22
17504,2,38867,treatment,2024-11-20,2024-11-25
17505,2,23753,control,2024-11-20,2024-11-24
17506,2,26578,treatment,2024-11-20,2024-11-21
17507,2,17498,control,2024-11-20,2024-11-25
17508,2,39361,treatment,2024-11-20,2024-11-26
17509,2,19493,control,2024-11-20,2024-11-24
17510,2,15304,treatment,2024-11-20,2024-11-26
17511,2,34716,control,2024-11-20,2024-11-20
17512,2,13337,treatment,2024-11-20,2024-11-25
17513,2,19808,control,2024-11-20,2024-11-24
17514,2,26348,treatment,2024-11-20,2024-11-24
17515,2,2764,control,2024-11-20,2024-11-25
17516,2,39215,treatment,2024-11-20,2024-11-25
17517,2,15218,control,2024-11-20,2024-11-25
17518,2,20223,treatment,2024-11-20,2024-11-25
17519,2,29014,control,2024-11-20,2024-11-23
17520,2,37321,treatment,2024-11-20,2024-11-23
17521,2,8454,control,2024-11-20,2024-11-22
17522,2,37023,treatment,2024-11-20,2024-11-23
17523,2,26059,control,2024-11-20,2024-11-22
17524,2,4764,treatment,2024-11-20,2024-11-26
17525,2,13818,control,2024-11-20,2024-11-25
17526,2,26916,treatment,2024-11-20,2024-11-24
17527,2,7536,control,2024-11-20,2024-11-25
17528,2,36734,treatment,2024-11-20,2024-11-25
17529,2,590,control,2024-11-20,2024-11-21
17530,2,8335,treatment,2024-11-20,2024-11-20
17531,2,13597,control,2024-11-20,2024-11-23
17532,2,11618,treatment,2024-11-20,2024-11-20
17533,2,18144,control,2024-11-20,2024-11-26
17534,2,34737,treatment,2024-11-20,2024-11-26
17535,2,39211,control,2024-11-20,2024-11-22
17536,2,41189,treatment,2024-11-20,2024-11-22
17537,2,4320,control,2024-11-20,2024-11-23
17538,2,28374,treatment,2024-11-20,2024-11-21
17539,2,8342,control,2024-11-20,2024-11-25
17540,2,280,treatment,2024-11-20,2024-11-23
17541,2,30861,control,2024-11-20,2024-11-22
17542,2,29927,treatment,2024-11-20,2024-11-20
17543,2,42497,control,2024-11-20,2024-11-20
17544,2,40037,treatment,2024-11-20,2024-11-26
17545,2,17479,control,2024-11-20,2024-11-22
17546,2,32091,treatment,2024-11-20,2024-11-23
17547,2,3173,control,2024-11-20,2024-11-26
17548,2,24892,treatment,2024-11-20,2024-11-24
17549,2,18861,control,2024-11-20,2024-11-23
17550,2,38663,treatment,2024-11-20,2024-11-23
17551,2,18842,control,2024-11-20,2024-11-25
17552,2,31983,treatment,2024-11-20,2024-11-22
17553,2,10575,control,2024-11-20,2024-11-26
17554,2,15704,treatment,2024-11-20,2024-11-24
17555,2,37387,control,2024-11-20,2024-11-20
17556,2,16291,treatment,2024-11-20,2024-11-20
17557,2,24948,control,2024-11-20,2024-11-20
17558,2,7458,treatment,2024-11-20,2024-11-21
17559,2,4694,control,2024-11-20,2024-11-20
17560,2,7462,treatment,2024-11-20,2024-11-22
17561,2,24674,control,2024-11-20,2024-11-25
17562,2,37022,treatment,2024-11-20,2024-11-20
17563,2,8957,control,2024-11-20,2024-11-25
17564,2,432,treatment,2024-11-20,2024-11-23
17565,2,42161,control,2024-11-20,2024-11-22
17566,2,29240,treatment,2024-11-20,2024-11-20
17567,2,24436,control,2024-11-20,2024-11-25
17568,2,17389,treatment,2024-11-20,2024-11-21
17569,2,38384,control,2024-11-20,2024-11-20
17570,2,14104,treatment,2024-11-20,2024-11-24
17571,2,33946,control,2024-11-20,2024-11-23
17572,2,14373,treatment,2024-11-20,2024-11-23
17573,2,1975,control,2024-11-20,2024-11-21
17574,2,1613,treatment,2024-11-20,2024-11-25
17575,2,21524,control,2024-11-20,2024-11-23
17576,2,12391,treatment,2024-11-20,2024-11-25
17577,2,14686,control,2024-11-20,2024-11-20
17578,2,39922,treatment,2024-11-20,2024-11-24
17579,2,27075,control,2024-11-20,2024-11-21
17580,2,18088,treatment,2024-11-20,2024-11-23
17581,2,29739,control,2024-11-20,2024-11-26
17582,2,28051,treatment,2024-11-20,2024-11-20
17583,2,7424,control,2024-11-20,2024-11-21
17584,2,40534,treatment,2024-11-20,2024-11-26
17585,2,20515,control,2024-11-20,2024-11-21
17586,2,22909,treatment,2024-11-20,2024-11-22
17587,2,34787,control,2024-11-20,2024-11-20
17588,2,32895,treatment,2024-11-20,2024-11-25
17589,2,25898,control,2024-11-20,2024-11-25
17590,2,41887,treatment,2024-11-20,2024-11-24
17591,2,40840,control,2024-11-20,2024-11-20
17592,2,1912,treatment,2024-11-20,2024-11-22
17593,2,26048,control,2024-11-20,2024-11-24
17594,2,41741,treatment,2024-11-20,2024-11-25
17595,2,24130,control,2024-11-20,2024-11-22
17596,2,29011,treatment,2024-11-20,2024-11-26
17597,2,4140,control,2024-11-20,2024-11-21
17598,2,28296,treatment,2024-11-20,2024-11-23
17599,2,37471,control,2024-11-20,2024-11-23
17600,2,35190,treatment,2024-11-20,2024-11-20
17601,2,28779,control,2024-11-20,2024-11-26
17602,2,26361,treatment,2024-11-20,2024-11-22
17603,2,21989,control,2024-11-20,2024-11-22
17604,2,26907,treatment,2024-11-20,2024-11-25
17605,2,3220,control,2024-11-20,2024-11-25
17606,2,17649,treatment,2024-11-20,2024-11-22
17607,2,20733,control,2024-11-20,2024-11-22
17608,2,9293,treatment,2024-11-20,2024-11-25
17609,2,36509,control,2024-11-20,2024-11-21
17610,2,33598,treatment,2024-11-20,2024-11-25
17611,2,27946,control,2024-11-20,2024-11-22
17612,2,33379,treatment,2024-11-20,2024-11-24
17613,2,21259,control,2024-11-20,2024-11-22
17614,2,17781,treatment,2024-11-20,2024-11-23
17615,2,29703,control,2024-11-20,2024-11-23
17616,2,13456,treatment,2024-11-20,2024-11-20
17617,2,36918,control,2024-11-20,2024-11-24
17618,2,10619,treatment,2024-11-20,2024-11-20
17619,2,16562,control,2024-11-20,2024-11-20
17620,2,15597,treatment,2024-11-20,2024-11-24
17621,2,38351,control,2024-11-20,2024-11-23
17622,2,24852,treatment,2024-11-20,2024-11-23
17623,2,9682,control,2024-11-20,2024-11-23
17624,2,11974,treatment,2024-11-20,2024-11-22
17625,2,17369,control,2024-11-20,2024-11-26
17626,2,12582,treatment,2024-11-20,2024-11-23
17627,2,6678,control,2024-11-20,2024-11-23
17628,2,27742,treatment,2024-11-20,2024-11-24
17629,2,16945,control,2024-11-20,2024-11-23
17630,2,41193,treatment,2024-11-20,2024-11-20
17631,2,8294,control,2024-11-20,2024-11-22
17632,2,26855,treatment,2024-11-20,2024-11-26
17633,2,9552,control,2024-11-20,2024-11-23
17634,2,25784,treatment,2024-11-20,2024-11-22
17635,2,25885,control,2024-11-20,2024-11-24
17636,2,9471,treatment,2024-11-20,2024-11-26
17637,2,37638,control,2024-11-20,2024-11-25
17638,2,9373,treatment,2024-11-20,2024-11-25
17639,2,26658,control,2024-11-20,2024-11-25
17640,2,13978,treatment,2024-11-20,2024-11-25
17641,2,755,control,2024-11-20,2024-11-22
17642,2,29844,treatment,2024-11-20,2024-11-23
17643,2,21730,control,2024-11-20,2024-11-21
17644,2,11439,treatment,2024-11-20,2024-11-23
17645,2,13387,control,2024-11-20,2024-11-20
17646,2,1579,treatment,2024-11-20,2024-11-25
17647,2,41573,control,2024-11-20,2024-11-25
17648,2,32050,treatment,2024-11-20,2024-11-20
17649,2,413,control,2024-11-20,2024-11-23
17650,2,18688,treatment,2024-11-20,2024-11-26
17651,2,36110,control,2024-11-20,2024-11-21
17652,2,28491,treatment,2024-11-20,2024-11-21
17653,2,24793,control,2024-11-20,2024-11-23
17654,2,32785,treatment,2024-11-20,2024-11-23
17655,2,37645,control,2024-11-20,2024-11-25
17656,2,17637,treatment,2024-11-20,2024-11-23
17657,2,38229,control,2024-11-20,2024-11-24
17658,2,14257,treatment,2024-11-20,2024-11-22
17659,2,19408,control,2024-11-20,2024-11-26
17660,2,37310,treatment,2024-11-20,2024-11-20
17661,2,21609,control,2024-11-20,2024-11-22
17662,2,26502,treatment,2024-11-20,2024-11-26
17663,2,3648,control,2024-11-20,2024-11-22
17664,2,25852,treatment,2024-11-20,2024-11-20
17665,2,4592,control,2024-11-20,2024-11-26
17666,2,27840,treatment,2024-11-20,2024-11-20
17667,2,42648,control,2024-11-20,2024-11-24
17668,2,12286,treatment,2024-11-20,2024-11-20
17669,2,27726,control,2024-11-20,2024-11-25
17670,2,31961,treatment,2024-11-20,2024-11-24
17671,2,15435,control,2024-11-20,2024-11-21
17672,2,6021,treatment,2024-11-20,2024-11-21
17673,2,31824,control,2024-11-20,2024-11-26
17674,2,13977,treatment,2024-11-20,2024-11-21
17675,2,33660,control,2024-11-20,2024-11-24
17676,2,794,treatment,2024-11-20,2024-11-22
17677,2,34931,control,2024-11-20,2024-11-25
17678,2,11934,treatment,2024-11-20,2024-11-24
17679,2,12492,control,2024-11-20,2024-11-20
17680,2,22234,treatment,2024-11-20,2024-11-21
17681,2,4576,control,2024-11-20,2024-11-26
17682,2,2136,treatment,2024-11-20,2024-11-23
17683,2,42402,control,2024-11-20,2024-11-26
17684,2,17264,treatment,2024-11-20,2024-11-24
17685,2,1178,control,2024-11-20,2024-11-25
17686,2,11444,treatment,2024-11-20,2024-11-23
17687,2,6155,control,2024-11-20,2024-11-25
17688,2,11497,treatment,2024-11-20,2024-11-26
17689,2,206,control,2024-11-20,2024-11-23
17690,2,3157,treatment,2024-11-20,2024-11-24
17691,2,41054,control,2024-11-20,2024-11-26
17692,2,15623,treatment,2024-11-20,2024-11-24
17693,2,42741,control,2024-11-20,2024-11-24
17694,2,14591,treatment,2024-11-20,2024-11-23
17695,2,33444,control,2024-11-20,2024-11-24
17696,2,15634,treatment,2024-11-20,2024-11-21
17697,2,5166,control,2024-11-20,2024-11-20
17698,2,4500,treatment,2024-11-20,2024-11-24
17699,2,22860,control,2024-11-20,2024-11-24
17700,2,26027,treatment,2024-11-20,2024-11-22
17701,2,37557,control,2024-11-20,2024-11-25
17702,2,41644,treatment,2024-11-20,2024-11-23
17703,2,10103,control,2024-11-20,2024-11-23
17704,2,39157,treatment,2024-11-20,2024-11-24
17705,2,31905,control,2024-11-20,2024-11-26
17706,2,17239,treatment,2024-11-20,2024-11-23
17707,2,25197,control,2024-11-20,2024-11-20
17708,2,33328,treatment,2024-11-20,2024-11-20
17709,2,12432,control,2024-11-20,2024-11-20
17710,2,23583,treatment,2024-11-20,2024-11-23
17711,2,17549,control,2024-11-20,2024-11-21
17712,2,25848,treatment,2024-11-20,2024-11-24
17713,2,40010,control,2024-11-20,2024-11-20
17714,2,4752,treatment,2024-11-20,2024-11-24
17715,2,22386,control,2024-11-20,2024-11-24
17716,2,462,treatment,2024-11-20,2024-11-20
17717,2,29747,control,2024-11-20,2024-11-20
17718,2,15253,treatment,2024-11-20,2024-11-26
17719,2,1738,control,2024-11-20,2024-11-22
17720,2,36861,treatment,2024-11-20,2024-11-21
17721,2,13022,control,2024-11-20,2024-11-26
17722,2,3203,treatment,2024-11-20,2024-11-24
17723,2,42950,control,2024-11-20,2024-11-20
17724,2,39373,treatment,2024-11-20,2024-11-22
17725,2,20348,control,2024-11-20,2024-11-25
17726,2,21456,treatment,2024-11-20,2024-11-20
17727,2,28203,control,2024-11-20,2024-11-23
17728,2,25230,treatment,2024-11-20,2024-11-21
17729,2,16630,control,2024-11-20,2024-11-23
17730,2,15036,treatment,2024-11-20,2024-11-24
17731,2,33434,control,2024-11-20,2024-11-23
17732,2,33447,treatment,2024-11-20,2024-11-23
17733,2,8972,control,2024-11-20,2024-11-22
17734,2,39359,treatment,2024-11-20,2024-11-24
17735,2,21483,control,2024-11-20,2024-11-20
17736,2,34652,treatment,2024-11-20,2024-11-23
17737,2,34127,control,2024-11-20,2024-11-21
17738,2,17688,treatment,2024-11-20,2024-11-25
17739,2,20169,control,2024-11-20,2024-11-23
17740,2,24557,treatment,2024-11-20,2024-11-20
17741,2,29874,control,2024-11-20,2024-11-26
17742,2,18123,treatment,2024-11-20,2024-11-25
17743,2,16281,control,2024-11-20,2024-11-25
17744,2,29224,treatment,2024-11-20,2024-11-25
17745,2,36171,control,2024-11-20,2024-11-25
17746,2,32088,treatment,2024-11-20,2024-11-23
17747,2,6901,control,2024-11-20,2024-11-22
17748,2,13331,treatment,2024-11-20,2024-11-25
17749,2,43179,control,2024-11-20,2024-11-26
17750,2,43045,treatment,2024-11-20,2024-11-21
17751,2,36277,control,2024-11-20,2024-11-25
17752,2,20196,treatment,2024-11-20,2024-11-24
17753,2,25604,control,2024-11-20,2024-11-26
17754,2,23842,treatment,2024-11-20,2024-11-26
17755,2,33337,control,2024-11-20,2024-11-25
17756,2,31774,treatment,2024-11-20,2024-11-25
17757,2,8175,control,2024-11-20,2024-11-23
17758,2,17234,treatment,2024-11-20,2024-11-24
17759,2,39357,control,2024-11-20,2024-11-20
17760,2,6036,treatment,2024-11-20,2024-11-26
17761,2,2192,control,2024-11-20,2024-11-24
17762,2,86,treatment,2024-11-20,2024-11-24
17763,2,30950,control,2024-11-20,2024-11-24
17764,2,36794,treatment,2024-11-20,2024-11-22
17765,2,29811,control,2024-11-20,2024-11-22
17766,2,19876,treatment,2024-11-20,2024-11-24
17767,2,13830,control,2024-11-20,2024-11-23
17768,2,15820,treatment,2024-11-20,2024-11-20
17769,2,30424,control,2024-11-20,2024-11-25
17770,2,29787,treatment,2024-11-20,2024-11-20
17771,2,3039,control,2024-11-20,2024-11-25
17772,2,9907,treatment,2024-11-20,2024-11-26
17773,2,32174,control,2024-11-20,2024-11-26
17774,2,18864,treatment,2024-11-20,2024-11-24
17775,2,19558,control,2024-11-20,2024-11-24
17776,2,21883,treatment,2024-11-20,2024-11-24
17777,2,17321,control,2024-11-20,2024-11-24
17778,2,27659,treatment,2024-11-20,2024-11-26
17779,2,25925,control,2024-11-20,2024-11-20
17780,2,40687,treatment,2024-11-20,2024-11-25
17781,2,23554,control,2024-11-20,2024-11-21
17782,2,28859,treatment,2024-11-20,2024-11-25
17783,2,2953,control,2024-11-20,2024-11-24
17784,2,1239,treatment,2024-11-20,2024-11-21
17785,2,41598,control,2024-11-20,2024-11-25
17786,2,39187,treatment,2024-11-20,2024-11-24
17787,2,34064,control,2024-11-20,2024-11-23
17788,2,7579,treatment,2024-11-20,2024-11-21
17789,2,5748,control,2024-11-20,2024-11-22
17790,2,14134,treatment,2024-11-20,2024-11-24
17791,2,34654,control,2024-11-20,2024-11-22
17792,2,37785,treatment,2024-11-20,2024-11-23
17793,2,27978,control,2024-11-20,2024-11-22
17794,2,33142,treatment,2024-11-20,2024-11-20
17795,2,40030,control,2024-11-20,2024-11-23
17796,2,12438,treatment,2024-11-20,2024-11-22
17797,2,26879,control,2024-11-20,2024-11-22
17798,2,21158,treatment,2024-11-20,2024-11-23
17799,2,42063,control,2024-11-20,2024-11-24
17800,2,24116,treatment,2024-11-20,2024-11-24
17801,2,12646,control,2024-11-20,2024-11-25
17802,2,28587,treatment,2024-11-20,2024-11-25
17803,2,37351,control,2024-11-20,2024-11-22
17804,2,13392,treatment,2024-11-20,2024-11-26
17805,2,23681,control,2024-11-20,2024-11-25
17806,2,10416,treatment,2024-11-20,2024-11-25
17807,2,41384,control,2024-11-20,2024-11-26
17808,2,6835,treatment,2024-11-20,2024-11-21
17809,2,20715,control,2024-11-20,2024-11-25
17810,2,37737,treatment,2024-11-20,2024-11-25
17811,2,10724,control,2024-11-20,2024-11-26
17812,2,10855,treatment,2024-11-20,2024-11-22
17813,2,6973,control,2024-11-20,2024-11-25
17814,2,6688,treatment,2024-11-20,2024-11-26
17815,2,8532,control,2024-11-20,2024-11-23
17816,2,35531,treatment,2024-11-20,2024-11-23
17817,2,32721,control,2024-11-20,2024-11-26
17818,2,37037,treatment,2024-11-20,2024-11-23
17819,2,9135,control,2024-11-20,2024-11-23
17820,2,1774,treatment,2024-11-20,2024-11-23
17821,2,13358,control,2024-11-20,2024-11-20
17822,2,22389,treatment,2024-11-20,2024-11-23
17823,2,41448,control,2024-11-20,2024-11-20
17824,2,19058,treatment,2024-11-20,2024-11-26
17825,2,39352,control,2024-11-20,2024-11-25
17826,2,31061,treatment,2024-11-20,2024-11-20
17827,2,24390,control,2024-11-20,2024-11-22
17828,2,11705,treatment,2024-11-20,2024-11-21
17829,2,37243,control,2024-11-20,2024-11-22
17830,2,39276,treatment,2024-11-20,2024-11-23
17831,2,10899,control,2024-11-20,2024-11-22
17832,2,22231,treatment,2024-11-20,2024-11-25
17833,2,21721,control,2024-11-20,2024-11-23
17834,2,33619,treatment,2024-11-20,2024-11-24
17835,2,7504,control,2024-11-20,2024-11-25
17836,2,19142,treatment,2024-11-20,2024-11-21
17837,2,19642,control,2024-11-20,2024-11-26
17838,2,40478,treatment,2024-11-20,2024-11-23
17839,2,13155,control,2024-11-20,2024-11-26
17840,2,12015,treatment,2024-11-20,2024-11-22
17841,2,22215,control,2024-11-20,2024-11-24
17842,2,2209,treatment,2024-11-20,2024-11-26
17843,2,1657,control,2024-11-20,2024-11-25
17844,2,34502,treatment,2024-11-20,2024-11-25
17845,2,31724,control,2024-11-20,2024-11-23
17846,2,24257,treatment,2024-11-20,2024-11-22
17847,2,10171,control,2024-11-20,2024-11-24
17848,2,6863,treatment,2024-11-20,2024-11-26
17849,2,34523,control,2024-11-20,2024-11-22
17850,2,21980,treatment,2024-11-20,2024-11-20
17851,2,6586,control,2024-11-20,2024-11-22
17852,2,11728,treatment,2024-11-20,2024-11-25
17853,2,15105,control,2024-11-20,2024-11-24
17854,2,29505,treatment,2024-11-20,2024-11-24
17855,2,17859,control,2024-11-20,2024-11-20
17856,2,43060,treatment,2024-11-20,2024-11-20
17857,2,14984,control,2024-11-20,2024-11-20
17858,2,34997,treatment,2024-11-20,2024-11-22
17859,2,10337,control,2024-11-20,2024-11-20
